scenario,ttfb_mean_ms,ttfb_std_ms,ttfb_p50_ms,ttfb_p95_ms,ttfb_p99_ms,rtt_mean_ms,rtt_std_ms,rtt_p50_ms,rtt_p95_ms,rtt_p99_ms,total_mean_ms,total_std_ms,total_p50_ms,total_p95_ms,total_p99_ms
no-cdn,321.50763333333333,22.63752964541685,320.461,351.68494999999996,364.38917,113.17376666666665,15.869611251965367,110.56450000000001,139.68915,140.82331,321.65353333333337,22.625627571762333,320.59299999999996,351.80465,364.53056
